sales_name	gstin
TEMPO SPARES	27AAAFT0562C1ZM
TEMPSENS INSTRUMENTS(INDAI) PVT. LTD.	08AAACT5482C1ZF
TEMPSENS INSTRUMENTS INDIA PVT LTD	08AAACT5482C1ZF
TEMPUS FURNITURE SOLUTIONS LLP	23AAPFT0429D1ZF
TENABZ SOORTS NUTRION	07AAPFT0359N1ZJ
TEN ABZ SPORTS NUTRITION	07AAPFT0359N1ZJ
TENDER BOTTOMS CLOTHINGS LLP	27AAMFT1871E1Z0
TENERON LIMITED	24AAKCM9872D1Z6
TENNECO AUTOMOTIVE INDIA PVT LTD	06AABCT3125D1ZW
TENNECO CLEAN AIR INDIA PVT LTD	23AAHCT0849C1ZN
TENNECO CLEAN AIR INDIA PVT LTD	27AABCT3125D1ZS
TENTACLES AEROLOGISTIX PVT LTD	29AACCT9141Q1ZK
TENTY MARKETING CO PVT LTD KASBA UNIT	19AABCT2082R1ZQ
TENTY MARKETING CO PVT LTD POLYPARK	19AABCT2082R1ZQ
TEOLOGY ORGANIC PVT LTD	22AAICT1135C1ZZ
TERAFLO ENGINEERING PVT LTD	24AAECT3081F1ZK
TERAL AEROTECH FANS PVT LTD	09AAECA4345D1ZY
TERAL-AEROTECH FANS PVT LTD	09AAECA4345D1ZY
TEREX INDIA PVT LTD	33AACCT6500D1ZX
TERMINAL INTERNATIONAL INC	27AAPFT1541E1Z6
TERMINAL TECHNOLOGIES	27AAACT1767E1ZF
TERMINAL TECHNOLOGY INDIA PVT LTD	27AAACT1767E1ZF
TERRACE PHARMACETICALS	02AACCT8066E1ZJ
TERRACE PHARMACEUTICALS PVT. LTD.	02AACCT8066E1ZJ
TERRA ELASTOMERS LLP	09AAMFT4300Q1ZN
TERRA EQUIPMENT	24AZEPP3811H1ZK
TERRAMICA CERAMICS AND AUTOMATIONS INDIA PVT LTD	29AAGCT6217K1ZX
TERRA MOTORS INDIA PVT LTD	19AAFCT1468D1ZB
TERRA NERO	27AAGCT3923N1ZW
TERRASTAR LUBES PVT LTD	09AAFCT5780J1ZS
TERRESTRIAL FOOD PROCESSORS PRIVATE LTD	09AAHCT6526E1Z7
TESCO INDUSTRIES	27AACFT1563B1ZJ
TESCOM ELECTRONICS PVT LTD	33AACCT3449D1ZN
TESLA AND BERNOULLI ENGINEERING	32AAHFT9564B1Z6
TESLA LABS PVT LTD	27AAHCT3705B1ZO
TESLA POWER EQUIPMENT PROJECT PVT LTD	23AACCT4154D2ZR
TESLA POWER USA INC	06AAQFT5211J1ZZ
TESLA TRANSFORMERS (GLOBAL) PRIVATE LIMITED	23AAGCT2068N1Z2
TESLA TRANSFORMERS INDIA LTD	23AAGCT8705J1Z6
TES PACKAGING PVT LTD	36AACCT4857H1Z3
TESPA INDIA P LTD	33AAACT2870N1Z5
TESSMOTECH PRIVATE LIMITED	32AAGCT9121Q1ZX
TEST & MEASUREMENT CO	23BHBPS9289N1ZH
TETHYS INNOTECH PT LTD	27AAICT5850C1ZB
TETRA INDIA PVT LTD	06AADCT0756G1ZH
TETRA INDIA PVT LTD	33AADCT0756G1ZK
TETRAMED BIOTEK PVT LTD	27AAPCS8743Q1Z6
TEVAH AUTOMATIONS PVT LTD	29AAICT2908B1ZG
TEVEZ LIFECARE PRIVATE LTD	32AAGCT6087M1ZU
TEVOS PHARMACEUTICALS	24AAIFH1640K1ZI
TEXAS LIFESCIENCES P LTD	24AAGCT3113Q1Z6
TEXAS LIFESCIENCES PVT LTD	24AAGCT3113Q1Z6
TEX CORP PVT LTD	06AABCT4364L1Z4
TEXEL GLOBAL PVT LTD	07AACCT2308M2ZA
TEXIMCO FOILS PRIVATE LIMITED	11AAFCT5512L1ZH
TEXLA PLASTICS & METALSPVT LTD	03AAACT1055F1ZY
TEXMACO RAIL ENGINEERING LTD	27AABCT2592E1ZD
TEXMACO RALL ENGINEERING LTD	27AABCT2592E1ZD
TEXMO PRECISION CASTINGS	33AABFT1900D1ZY
TEXON (INDIA) PVT LTD	33AABCT4591K1Z4
TEXOTEK FILTERATION PVT LTD	27AAYCS1046F1Z2
TEXPLAS INDIA PRIVATE LIMITED	05AAACT8750H1ZA
TEXPORT INDUSTRIES PVT LTD	29AAACT5016A1ZT
TEXPORT SYNDICATE (INDIA) LIMITED	33AACCT2980M1Z2
TEXPORT SYNDICATE INDIA LIMITED	29AACCT2980M1ZR
TEXPORT SYNDICATE (INDIA) PVT LTD	29AACCT2980M1ZR
TEXSPIN BEARINGS LTD	24AAACT5735G1ZH
TEXTILE MACHINERY FABRICATORS	24AAAFT8863A1ZC
TEXTRON FABTEACH	24AAMFT9785F1ZJ
TEX YARN	07AALFT6285B1ZZ
TEX YEAR INDUSTRIAL ADESIVES PVT LTD	27AABCI9489B1ZC
TFI FILTRATION INDIA PVT LTD	24AAECT2168B1ZQ
T & F INSULATION PVT LTD	09AABCT4175H1Z6
TGB BAKERS & AMP CONFECTIONERS PVT LTD	24AAECT1961A1ZT
TGB BANQUETS AND HOTELS LIMITED	24EPFPS2292L1ZE
TGB BIOSCIENCES PVT LTD	29AAICT0161G1ZD
TG INDIA TRADING CORPORATION	07AHNPD8738Q1ZH
T&G MEDICARE	02AAEFT1096K2Z5
TGT FUEL TECHNOLOGIES PVT LTD	06AACCT2325C1ZX
TGV PROJECTS & INVESTMENTS P LTD	37AAACT8340H1Z9
TGV SRAAC LIMITED	37AACCS8581M1ZM
TGV SRAAC LTD	37AACCS8581M1ZM
TGW MACHINE KNIVES PVT LTD	23AADCT1815G1ZR
THAAI CASTING 1	33AAGFT3617C1ZL
THAAI CASTING UNIT 1	33AAGFT3617C1ZL
THABIT NATURALS	09AAHCG3598H1Z4
THACKER BROTHERS	27AAAFT1940N1ZZ
THACKER DAIRY PRODUCT PVT LTD	19AABCT1665J1Z3
THAIKKATTU MOOSS VAIDYARATNAM OUSHADHASALA PVT LTD	32AAACV7962K1Z0
THAI MOOGAMBIGA BLUE METAL	33ABLFS4386H2ZS
THAKKAR AUTO ENTERPRISES	27AALFT9924B1ZX
THAKKAR INDUSTRIES	06ADEPT6931E1ZI
THAKUR AYURVEDIC PHARMACY	09AFBPS4334K1Z6
THAKUR ENGINEERS	07AXOPT8236C1Z3
THAKUR INFRAPROJECTS PVT LTD	27AACCT6451F1ZC
THAKURJI SOLVEX PVT LTD	27AAECT9060E1Z9
THAKUR SUSHIL	03CGCPS8952F1Z8
THALAPPAKATTI HOTELS	33AABCT6066D1ZL
THALAPPAKATTI HOTELS PRIVATE LTD	32AABCT6066D1ZN
THALAPPAKATTI HOTELS P TLD	33AABCT6066D1ZL
THALAPPAKATTI HOTELS PVT LTD	34AABCT6066D1ZJ
THALAPPKATTI HOTELS PVT LTD	33AABCT6066D1ZL
THAMES STEELS PVT LTD	09AACCT1212A1Z3
THANGAM ELECTRONICS PVT LTD	33AAACT7946F1ZB
THANGAM PLASTICS FLET INDESTRIES	33AAGFT2483C1ZF
THARA ENGINEERING	29AAICC1147P1Z7
THAR ART EXPORT	08AAIFT8285C1ZU
THCO INDIA P LTD	19AAHCT6377K1ZK
THE AJD COMPANY	27AACFT6190Q1ZF
THE AKSHARA (DURGAPUR)	19AAPFT1928D1ZY
THE ALLEPPEY COMPANY LIMITED	32AABCT2048M1ZE
THE ANDHRA SUGARS LTD	37AAACT6357Q1ZL
THE ART BOX	03AANFT7291F1ZX
THE ARYA VAIDYA PHARMACY (COIMBATORE) LTD	32AAACT9937E1ZC
THE ARYA VIDYA PHARMACY	32AAACT9937E1ZC
THE ASSAM TUBES LTD	18AAACT7447B1ZF
THE ASSOCIATED AUTO PARTS PVT LTD	24AAACT2726R1Z1
THE ASSOCIATED AUTO PARTS PVT.TLD.	27AAACT2726R1ZV
THEA TEX HEALTHCARE PVT LTD VASAI	27AACCT0351L1ZC
THE BAIDEES	21AAIFT2332A1ZY
THE BAKERS SPOT	36AAPFT6174M1ZB
THE BALA JI IMPEX	33AAAFT3262D1ZO
THE BANGALORE SALES CORPORATION	29AAGFT1457N1ZL
THE BIG MART DRB	10AACCK1539P2ZJ
THE BIG MART (DRB)	10AACCK1539P2ZJ
THE BIG MART -HAJIPUR	10AACCK1539P2ZJ
THE BIG MART (HAJIPUR)	10AACCK1539P2ZJ
THE BIG MART-MARIPUR	10AACCK1539P2ZJ
THE BIG MART-MUZAFFARPUR	10AACCK1539P2ZJ
THE BOMBAY TOOLS AND HARDWARE MART	27AACFT1037E1ZK
THE CAR MALL WORKS	09AAQFT7049E1ZO
THE CHAIRMAN CPC MASTER GC	32AAAGC0069A1ZC
THE CHAIRMEN CPC(MASTER)GC	32AAAGC0069A1ZC
THE CHENNAI SILK	33AAGCT1491B1ZP
THE CRIMSON PROJECT	27AOHPT0033P1ZK
THE CYCLE SHOP	24AAIFT5801A1ZO
THE CYCLE SHOP	24AALFT3799C1ZW
THE CYCLE WORLD	23BABPK5267P1ZD
THE DART SOLUTION PVT LTD	10AAHCT7837L1Z1
THE DECORA IN CORPORATION	24AAEFT5834F1Z9
THE DESIGNER	03AAAFT5864F1ZB
THE DESIGNERS	03AAAFT5864F1ZB
THE DESIGNER S	03AAAFT5864F1ZB
THE ENERGY AND RESOURCES INSTITUTE	05AAATT2841E1ZT
THE ENERGY AND RESOURCES INSTITUTE	06AAATT2841E1ZR
THEETA ELECTRICALS PVT. LTD.	06AABCT0741M1ZD
THE FASHION LINE	06AAPFT8756K1ZA
THE FOCUS AIR-DESICCANT TRADERS	33BBRPP9554M1ZP
THE FRIENDS FITNESS	27JXKPS4315C1Z9
THE GARDEN STORY	36AARFT2967Q1Z0
THE GENERAL MANGER	06AADCF2957R1Z1
THE GLOBE RADIO COMPANY	33AAAFT8489J1ZO
THE GOOD FOOD COMPANY	36AAJFT7686G1ZJ
THE GOOD KARMA CO	06AANFT2709C1ZC
THE GRAND VILLA HOTEL AND RESTAAURANT	03AAPFT2386P1ZG
THE GREEN ENERGY	24AANCA6377Q2ZT
THE GUDWALA	09AAQFT4618K1ZI
THE HITECH ENGINEERING SYSTEMS PVT LTD	08AABCG1650J1ZQ
THE HI TECH GEAR LTD	06AAACH0156K2ZS
THE HI-TECH GEARS LIMITED-HARYANA	06AAACH0156K2ZS
THE HI-TECH GEARS LTD	06AAACH0156K2ZS
THE HI-TECH GEARS LTD	08AAACH0156K1ZP
THE HITECH GEARS LTD	08AAACH0156K1ZP
THE HI TECH GEARS LTD IMT MANESAR PLOT NO 24 25 26 SEC7 IMT MANESAR	06AAACH0156K2ZS
THE HOSTELLER HOSPITALITY P LTD	07AAFCT2095L1ZY
THE HUB SERVICES	06AAOFT5937F1ZT
THE IMPERIAL TUBE & HARDWARE MART	27AAAFT4084D1ZB
THE INDIAN CARD CLOTHING	27AAACT6211F1ZO
THE INDIAN CARD CLOTHING CO LTD	27AAACT6211F1ZO
THE INDIAN CARD CLOTHING CO.LTD	02AAACT6211F1Z0
THE INDIAN CARD CLOTHING COMPANY LTD	27AAACT6211F1ZO
THE INDIAN HOTELS COMPANY LTD	32AAACT3957G1ZG
THE INDIAN HOTELS COMP LTD	30AAACT3957G2ZJ
THE INDIA THERMIT CORPORRATION LTD	09AAACT7462Q1ZK
THE INDUSTRIAL AIDS	36AABFT4338B1ZI
THE INTERNATIONAL MILLS	09AAAFI3104M1ZI
THE INVESTMENT TRUST OF INDIA LIMITED	03AAACF0610J3ZA
THEJO ENGINEERING LTD	33AAACT1261F1ZV
THE KARNATAKA METAL IND	29AAFFK9718A1ZA
THE LEELA MUMBAI	27AAACH3167J1ZI
THE LOCAL CAFE	11BIDPB3498K1ZD
THE LOCAL KITCHEN	11BIDPB3498K1ZD
THE MADRAS PHARMACEUTICALS	33AAAFT2536L1Z8
THE MALT COMPANY PRIVTE LIMITED	06AAACT0036E2ZY
THE MARK COMPONENTS	06AAOFT5985H1ZH
THE MASTER PACKAGING	27AAJFT0414C1ZM
THE MATHRUBHUMI PRTG & PUBLISHING CO LTD	32AAACT8521G1ZM
THE METAL POWDER COMPANY LTD	33AAACT4262E1ZQ
THE MOHAN GOLDWATER BREWERIES LTD	09AABCM7854J1Z0
THE MRIDAYA BUILDING SOLUIONS	02AJJPU2707Q1ZS
THE MUSCLE GUIDE	03AAQFT0472K1ZY
THE NAINI RETREAT	05AABCL2855J3ZG
THE NEPAL DISTILLERIES PVT LTD	00XXXXX0000X0XX
THE NORTH BENGAL AGRO SERVICE CENTER	19AAEFT0734A1ZL
THE OAKS	29AANFT5718K1ZG
THEOGEN PRIVETE LTD	06AAFCT8062P1ZP
THEOGEN PVT LTD	06AAFCT8062P1ZP
THE ONE KITCHEN	03AANFT0330P1Z2
THE ONE KITECHEN EQUIPMENT	24AALFT5833B1ZB
THEON PHARMACEUTICALS LTD	02AACCT2692J1ZC
THEO PHARMA PVT LTD	24AAACT7013P1Z7
THE ORIENT LITHO PRESS	33AABFT5943N1ZU
THE ORIGINAL TRADERS	09AAQFT5309P1ZA
THE PARK HOTEL	23AAICA5367M1ZD
THE PAVILION	33AAAFT0440P1Z9
THE PENINSULAR EXPORT	33AABFT9693F1ZW
THE PENINSULAR EXPORT COMPANY	33AABFT9693F1ZW
THE PET BOUTIQUE	03AAPFT8224J1ZV
THE PHARMA STOCKIST	17AABFT3044Q1ZU
THE PHOENIX OIL CO I P LTD	09AAACT6455H1Z4
THE PRESIDENT MATCH CAMOANY	33AABFT9919L1ZQ
THE PRINCE CHEMICAL WORKS	27AAEFT9314L1ZR
THE PRINTERS HOUSE PVT LTD	06AAACT0004A1ZF
THE PRISM	03AALFT7100M1Z4
THE PROJECT MANAGER PACKING 111	37AAAFK8830G1ZB
THE QUORUM (MUMBAI)	27AAAFQ5928M1ZS
THE RAJLAKSHMI COTTAN MILL PVT. LTD.	09AAACT9363L1ZQ
THE RAJLAKSHMI COTTON MILLS PVT LTD	09AAACT9363L1ZQ
THERALLEN PHARMA PVT LTD	36AAGCT4007R1ZW
THERAMAX LABORATORIES	06AAAFT5326N1ZZ
THE RAMCO CEMENT LIMITED	33AABCM8375L2Z2
THE RAMCO CEMENTS LTD	21AABCM8375L1Z8
THERAPIA SANJEEVANI LLP	24AAPFT9768B1ZP
THERAPIX PHARMA	24AAKFT9866B1ZV
THERBS FACTORRY LLP	32AARFT8739J1ZG
THE REAL ELEPGANT COLLECTIVE	33AALFT4657K1ZP
THE REGIONAL MANAGER	21AAAJT0384L1Z2
THERELEK ENGINEERS PVT LTD	29AAACT5414A1ZR
THERELEK MACHINES PVT LTD	33AAACT3741Q1Z3
THE RESIDENCY	33AAECS1194C2ZP
THE RIGHT PATH CAFE	33AAATA0037B1ZR
THERMAL ENGINEERING SYSTEMS	27AAIFT5559K1ZI
THERMAL FABRICATORS PRIVATE LIMITED	27AABCT4396C1ZB
THERMAL PRODUCTS CO	27AACFT0365R1ZO
THERMO CABS	06AJSPS2861E1ZV
THERMOCARE BOILERS PVT LTD	09AADCT4591M1ZP
THERMOCHEM FURNACES PVT LTD	24AADCT4876B1ZG
THERMOCOOL HOME APPLIANCE LTD	09AAKCS4605G1Z9
THERMOCOOL HOME APPLIANCE PVT LTD	09AAKCS4605G1Z9
THERMODORS PRIVATE LIMITED	27AAACT7582P1ZJ
THERMODORS PVT LTD	27AAACT7582P1ZJ
THERMO FAB INDUSTRIES	05AHOPD9753G2Z3
THERMOFAB INDUSTRIES	05AHOPD9753G2Z3
THERMOGENIC HEATING TEACHNOLOGY	24AAGCT8330D1ZK
THERMO HEAT TRANSFERS PVT	27AABCT1996Q1ZI
THERMOPADS PVT LTD	36AAACT8887D1ZZ
THERMOSOL GLASS INDIA P LTD	02AACCG2950L1ZS
THERMOSYSTEMS PVT LTD	09AACCT2569E1Z9
THERMOSYSTEMS PVT LTD	10AACCT2569E2ZP
THERMOSYSTEMS PVT LTD	20AACCT2569E2ZO
THERMOSYSTEMS PVT LTD	23AACCT2569E1ZJ
THERMOSYSTEMS PVT LTD	24AACCT2569E1ZH
THERMOSYSTEMS PVT LTD	27AACCT2569E1ZB
THERMOSYSTEMS PVT LTD	29AACCT2569E1Z7
THERMOSYSTEMS PVT LTD	33AACCT2569E1ZI
THERMOSYSTEMS PVT LTD	36AACCT2569E1ZC
THERMOSYSTEMS PVT LTD	37AACCT2569E1ZA
THERMOTECH ENGINEERS	09AAOFT4170C1Z2
THERMOTECH INSTRUMENTS P LTD	22AACCT1003F1Z8
THERMOTECH SYSTEMS LTD	24AAACT4509Q1Z2
THE ROLLER BEARING COMPANY	33AAAFR6684B1ZE
THE SCIENTIFIC AND GENERAL AGENCIES	08AANFT6624Q1Z9
THE SITE INCHARGE LLOYD INSULATIONS LIMITED	33AAACL0486E1ZW
THE SOIL CULTURE	36AAQFT6338Q1Z4
THE SOULED STORE PVT LTD	27AAECT9591L1ZI
THE STANDARD BOOK COMPANY	29AAAFT3976A1Z6
THE STATUS INTERIOR HOUSE	24AAJFT4683P1ZE
THE SUKHJIT AGRO INDUSTRIES	02AACCS2733H1ZS
THE SUPERME INDIA LTD	19AAACT1344F1ZL
THE SUPERME INDUSTRIES LIMITED	27AAACT1344F1ZO
THE SUPERME INDUSTRIES LIMITED	33AAACT1344F1ZV
THE SUPREME IND LTD	33AAACT1344F1ZV
THE SUPREME INDU LTD	19AAACT1344F1ZL
THE SUPREME INDUSTRIES	19AAACT1344F1ZL
THE SUPREME INDUSTRIES LTD	08AAACT1344F1ZO
THE SUPREME INDUSTRIES LTD	09AAACT1344F1ZM
THE SUPREME INDUSTRIES LTD	23AAACT1344F3ZU
THE SUPREME INDUSTRIES LTD	23AAACT1344F4ZT
THE SUPREME INDUSTRIES LTD	27AAACT1344F1ZO
THE SUPREME INDUSTRIES LTD	33AAACT1344F1ZV
THE SUPREME INDUSTRIES LTD	34AAACT1344F1ZT
THE SUPREME INDUSTRIES LTD DURGAPUR	19AAACT1344F1ZL
THE SUPREME INDUSTRIES LTD ROTO MOULDING DIV	23AAACT1344F6ZR
THE SURANA SPICE LABS	36AAQFT3048R1Z9
THE TATA POWER COMPANY LTD	29AAACT0054A1ZX
THE TRINITY PHARMACEUTICALS	32AAACT8729L2Z0
THE UGAR SUGAR WORKS P LTD	29AAACT7580R1ZD
THE UNITED DRUGS	09AAJFT4185A1Z4
THE UNITED DRUGS AND PHARMA PRODUCT	09AAJFT4185A1Z4
THE UNITED PROVINCES SUGAR CO	09AAACT4947L1ZU
THE URBAN VENTURE CORPORATION	24AAPFT7836A1Z2
THE UTENSILS STORE	05AEJPJ6731J1ZE
THE UTENSILS STORES	05AEJPJ6731J1ZE
THE VENDING CO	05AANPK1336Q1ZC
THE WAIST BAND	20AACPP9959R1ZV
THE WAISTBAND CO	20AACPP9959R1ZV
THE WAIST BAND CO (NEW)	20AACPP9959R1ZV
THE WESMAN ENGG CO PVT LTD	19AABCT0809Q1ZX
THE WESMAN ENGINEERING CO PVT	19AABCT0809Q1ZX
THE WESMAN ENGINEERING CO PVT LTD	19AABCT0809Q1ZX
THE WEST INDIA POWER EQIPMENTS (P) LTD	09AAACT8935C1Z9
THE WEST INDIA POWER EQUIPMENT PVT LTD	27AAACT8935C1ZB
THE WEST INDIA POWER EQUIPMENT PVT LTD (GODOWN)	06AAACT8935C1ZF
THE WEST INDIA POWER EQUIPMENTS PVT LTD	09AAACT8935C1Z9
THE WEST INDIA POWER EQUIPMENTS PVT LTD	33AAACT8935C1ZI
THE WIPE HOTWIRE INDIA THERMAL	08AACCT1693F1ZA
THE WIPE HOTWIRE INDIA THERMAL EQUIP PVT LTD	08AACCT1693F1ZA
THE WOODENSTREET FURNITURES PVT LTD	08AAFCT4410K1ZB
THE XSS BEVERAGE CO	18AAAFX2585P1ZF
THIKSHA PHARMA	33AAMFV1584A1ZB
THINGSS	19AAMFT6622M2ZG
THINKBOTIC TECHNOLOGY PRIVATE LIMITED	07AAGCT4327C1ZL
THINKBOTIC TECHNOLOGY PRIVATE LIMITED	18AAGCT4327C1ZI
THINK GAS BHOPAL PRIVATE LIMITED	23AAHCT0534A1Z1
THINKING HATS ENTERTAINMENT SOLUTION PVT LTD	27AAECT5236G1ZB
THIRKASA TECHNOLOGIES	36AACFT8186A1Z5
THIRTHANKAR GASES	09AARFT1790K1ZE
THIRUMALAI CHEMICALS LTD	33AAACT2015M1ZM
THIRUMALA PACKS	33AACFT7650B1ZI
THIRUPATI TOYS&GIFT	32AAJFT8842L1ZO
THIYAGARAJAR MILL P LTD	33AAACT4304R1Z8
THOLIA MOTORS PVT LTD	27AAICT8855F1ZU
THOMAR STONE CRUSHER	08AAAFT7804R1ZK
THOMSON PRESS INDIA LTD	06AAACT4827F1ZI
THOMSON TRADING AGENCIES	32AABFT2118B1Z0
THOMSON TRADING AGGENCIES COCHIN	32AABFT2118B1Z0
THORAB PHARMA & RESEARCH LAB	34AAHFT1109L1Z8
THOR DRUGS PVT LTD	24AADCT0159M1Z9
THOROUGHCLEAN ULTRASONIC (I) PVT LTD	07AAACT3561A1ZT
THREADEX INDIA	19AAFFT5847H1ZQ
THREAD INDIA LIMITED	09AAACT5205H1ZI
THREE B HEALTHCARE LTD	02AACCT3623R1Z7
THREE CEE CAPS PVT LTD	06AAECT2143A2ZY
THREE DOTS LIFE SCIENCE PVT LTD	10AADCT4379D1ZN
THREE D PHARMA	24AAOFK0192M1Z0
THREE D PHARMA CARE	24AAOFK0192M1Z0
THREE G FLUOROPOLYMERS P LTD	24AADCT4032D1ZW
THREE M ENTERPRISES	01AAQFT8370C1Z6
THREE STAR OXIDE COMPANY	19AIOPB5303P1ZX
THREE TECH AUTOMATION	27AAHFT0846Q1ZJ
THREE TECH CORPORATION	27AAOFT0593P1ZA
THREPSI SOLUTIONS PRIVATE LIMITED	27AAHCT1527F1ZG
THREPSI SOLUTIONS PVT LTD	27AAHCT1527F1ZG
THREYES SRINISON HARNESS PVT LTD	33AABCT2566L1Z7
THRIARR POLYMERS PVT LTD	27AAACT6269P1ZL
THRIFT PHARMA	05AACCT0592P1ZZ
THRIFT PHARMACEUTICALS PVT LTD	05AACCT0592P1ZZ
THRIFT PHARMACEUTICALS PVT.LTD	05AACCT0592P1ZZ
THRIVENI APPARELS &TEXTILE PVT LTD	20AAFCT9871J1Z0
THRIVENI EARTHMOVERS PVT LTD	20AABCT6759R1ZR
THRIVENI EARTHMOVERS PVT LTD	21AABCT6759R1ZP
THRIVENI SAINIK MINING PVT LTD	20AAFCT6119D2ZT
THRIVE THERAPEUTIC PVT LTD	27AACCT9230E1ZF
THUKRAL ELECTRIC BIKES (P) LTD	06AAFCT1575R1ZP
THUKRAL MACHINERY STORE	03AAAFT8517F1ZF
THULASI PHARMACEUTICALS IND	33AABCT6876B1ZF
THURSDAY CHEMICALS	24AAPFT1191C1ZA
THYROCARE TECHNOLOGIES LTD	19AABCT2577P1ZM
TIAGO PHARMA PRIVATE LIMITED	10AAFCT8922N1Z3
TIANYIN WORLDTECH INDIA PVT LTD	09AAFCT4154Q1ZO
TIARA AUTO COMP PVT LTD	27AACCT2775L1ZW
TIBERWAL COMMERCIAL COMPANY LLP	19AAKFT1640D2Z9
TIBREWALA ELECTROMECH PVT LTD	05AAACT7512K1ZD
TIBREWALA ELECTRONICS LIMITED	36AAACT5268J1Z1
TI CYCLE OF INDIA	03AADCT1398N1Z0
TIDAL LABORATORIES PVT LTD	02AABCT5007E2Z0
TIDC INDIA	33AADCT1398N1ZX
TIDC INDIA	36AADCT1398N1ZR
TIDC INDIA UNIT TUBE INVESTMENTS OF INDIA LTD	24AADCT1398N1ZW
TIEMAC SNACK FOODS PVT LTD	09AAACT8898C1ZV
TIGER COAT	04AACCS3161K1ZH
TIGHTWELL FASTNERS	06AAAFT4735D1ZH
TIGHTWELL FORGINGS LTD	06AAACT0795J1Z6
TII INDIA PRIVATE LIMITED	06AAECT6653R1ZL
TIKKS INDUSTRIES	03AARFT6740K1ZQ
TILAK UTPADAN PRIVATE LTD	03AAACT5147J1ZG
TILARA POLYPLAST PVT LTD	24AAECT6343G1ZF
TIL LIMITED	19AABCT0704G1ZO
TIL LTD	19AABCT0704G1ZO
TILOS INDUSTRIES	02AAPFT3811K1Z4
TIMAN AUTO COMPONENTS	02AIFPD2828Q1Z9
TIMBMET DOOR SOLUTIONS PVT LTD	24AACCT6071D1ZM
TIME PRODUCTS	27AABPA3070H1Z8
TIMES FIBREFILL PVT LTD	19AABCT9269J1ZN
TIME TECHNOPLAST LIMITED ( UNIT 1)	26AAACT2783J3Z2
TIME TECHNOPLAST LTD	05AAACT2783J1Z8
TIME TECHNOPLAST LTD	19AAACT2783J1ZZ
TIME TECHNOPLAST LTD	33AAACT2783J1Z9
TIME TECHNOPLAST LTD PANTNAGAR	05AAACT2783J1Z8
TIME TECHNOPLST LTD	26AAACT2783J1Z4
TIME TRADERS	24DWTPS2581A1ZA
TIMEWATCH INFOCOM PVT LTD	07AAFCT4010M1ZD
TIMEXBOND INDUSTRIES PVT LTD	27AACCT9973E1ZX
TIMEX GROUP PRECISION ENGG. LTD.	09AACCT9314M1ZV
TIMIS HEALTHCARE PVT LTD	09AAFCT6074M1ZP
TIMKEN INDIA LIMITED	24AABCT0596J2Z7
TIMKEN INDIA LTD	20AABCT0596J1ZG
TIMKEN INDIA LTD	24AABCT0596J2Z7
TIMKEN INDIA LTD	27AAECV6378D1Z2
TINA DRESSES PVT LTD	19AAGCT0347J1Z5
TINA ENTERPRISES PVT LTD	27AAECT9427H1Z0
TINA ORGANICS P LTD	08AABCT6410H1ZI
TINETA PHARMA PVT LTD	27AAACT3267F1ZE
TINIUS OLSEN INDIA PVT LTD	09AACCT9109Q1ZM
TINNA RUBBER AND INFRASTRUCTURE LTD	02AAACT3586D1ZO
TINNA RUBBER & INFRASTRUTURE LTD MAUZA RAMPUR JATTAN TRILOKPUR	02AAACT3586D1ZO
TINSLEY SPRING INDUSTRIES LTD	27AABCT3329F1ZI
TINYCHEF FOOD & BEVERAGES LLP	21AALFT0191L1Z3
TIONG WOON PROJECT & CONTRACTING INDIA PVT LTD	09AADCT1263C1ZN
TIPCO ENGINEERING WORKS	06AANFT1391G1Z0
TIPCO INDUSTRIES PVT LTD	24AAACT1678E1ZJ
T&I PROJECTS LTD	33AAACT8459P1ZO
TIPS	34AALFT4616L1ZU
TIP TOP FOOD TECH INDIA PVT LTD	07AAGCT1903Q1Z0
TIRANGA AUTOTECH INDIA PVT LTD	27AADCF9421G1ZN
TIRTH AGRO TECHNOLOGY PVT LTD	24AABCT6282F1ZE
TIRTH AGRO TECHNOLOGY PVT LTD.	27AABCT6282F1Z8
TIRTH HYGIENE TECHNOLOGY PVT LTD	24AAECT6033B1ZU
TIRTH INDUSTRIES	24AAIFT6185B1Z7
TIRUBALA EXPORTS INDIA PVT LTD	09AAHCT9034D1Z8
TIRUMALA MEDICAL ASSOCIATES	36AAQFT4741D1Z0
TIRUMALA PRECICAST PVT LTD	27AAACT6755E1Z9
TIRUPATHI ENGINEERING	06BLCPK7725G1Z5
TIRUPATHI PHARMA	34AAJFT8533E1Z3
TIRUPATHI TRADERS	06BLCPK7725G1Z5
TIRUPATI ADESHIVE PVT LTD	29AAACT7199Q1Z8
TIRUPATI ADHESIVES PVT LTD	29AAACT7199Q1Z8
TIRUPATI AGRO PRODUCT	19AAFFT3817R1ZF
TIRUPATI BAKERS PVT LTD	09AACCT1991J1ZY
TIRUPATI BALAJI AUTO INDUSTRIES	09AAFFT8984M1Z4
TIRUPATI BALAJI ENTERPRISES	09HXBPS2614K1Z3
TIRUPATI CONTAINERS PVT LTD	09AACCT0251F1ZO
TIRUPATI CORPORATION	24AKFPB6300D1Z1
TIRUPATI ENGINEERING	27AGTPB1656L1Z0
TIRUPATI ENTERPRIESE	19AHQPR4708R1Z7
TIRUPATI ENTERPRISE	19AHQPR4708R1Z7
TIRUPATI FOAM LTD	24AAACT5741N1Z4
