	sales_name	gstin	26as_name	tan
617	d g impex	09AANFD8816E1Z6	d g impex	DELD20950G
618	dhanjal engineers pvt ltd	06AAACD2988B1ZW	dhanjal engineers pvt ltd	DELD06312F
619	dhanjal engineers pvt ltd	07AAACD2988B1ZU	dhanjal engineers pvt ltd	DELD06312F
620	dhan luxmi automobile	06AAIFD0897L1Z1	dhan luxmi automobile	RTKD06240D
621	dhanuka agritech limited	10AAACD0105G1ZS	dhanuka agritech limited	DELD00321G
622	dhanvarsha impex llp	24AAQFD5237Q1ZT	dhanvarsha impex llp	SRTD07033F
623	dharmaj crop guard limited	08AAFCD2307P1ZH	dharmaj crop guard limited	AHMD08382D
624	dharmaj crop guard limited	24AAFCD2307P1ZN	dharmaj crop guard limited	AHMD08382D
625	dharti agro chemicals pvt ltd	06AAACD4994P1Z1	dharti agro chemicals pvtltd	NGPD00314G
626	dharti agro chemicals pvt ltd	27AAACD4994P1ZX	dharti agro chemicals pvtltd	NGPD00314G
627	dhoot transmission private limited	06AABCD1207C1ZJ	dhoot transmission private limited	NSKD00994A
628	digital vision	02AAGFD4922Q2ZA	digital vision	PTLD12730E
629	dilip buildcon limited	09AACCD6124B1Z4	dilip buildcon limited	BPLD02761D
630	dilip buildcon limited	10AACCD6124B1ZL	dilip buildcon limited	BPLD02761D
631	dilip buildcon limited	21AACCD6124B1ZI	dilip buildcon limited	BPLD02761D
632	dilip buildcon limited	23AACCD6124B1ZE	dilip buildcon limited	BPLD02761D
633	dilip buildcon limited	27AAACG7717R1ZZ	dilip buildcon limited	BPLD02761D
634	dilip buildcon limited	27AACCD6124B1Z6	dilip buildcon limited	BPLD02761D
635	dilip buildcon limited	29AACCD6124B1Z2	dilip buildcon limited	BPLD02761D
636	dilip buildcon limited	33AACCD6124B1ZD	dilip buildcon limited	BPLD02761D
637	dinsons self sticks private limited	27AAACD1806G1Z3	dinsons self sticks private limited	PNED07003D
638	disha foods pvt ltd	36AABCD2266P1ZC	disha foods pvt ltd	HYDD00782F
639	dishant engineering works	19AAIFD3720G1ZL	dishant engineering works	CALD07936F
640	divine souls	27AAJFD7202Q1Z1	divine souls	MUMD22400A
641	diwach industries	08AAFFD0205M1ZO	diwach industries	JPRD03646G
642	domino printech india llp	06AAMFD9286F1Z1	domino printech india llp	RTKD07314G
643	don construction chemicals india private limited	08AABCD6971B1ZS	don construction chemicals india private limited	CHED02330G
644	door care industries	03AAAFD6477G1ZM	door care industries	JLDD00846G
645	doosan bobcat india private limited	33AACCD6529L1ZJ	doosan bobcat india private limited	CHED06577E
646	dorphyll healthcare private limited	29AAICD5849H1Z6	dorphyll healthcare private limited	BLRD16788C
647	dp chocolates	02ABAFS8666B1ZE	dp chocolates	HYDM09874E
648	dp chocolates	36AARFM4581D3ZY	dp chocolates	HYDM09874E
649	dran engineers pvt ltd	27AAACD5958R1ZV	dran engineers pvt ltd	PNED01383E
650	drawmet wire pvt ltd	08AAACD7355E1ZR	drawmet wires pvt ltd	JPRD02494C
651	drawmet wires pvt ltd	08AAACD7355E1ZR	drawmet wires pvt ltd	JPRD02494C
652	dr morepen limited	07AABCD4166G1ZT	dr morepen limited	DELD05020B
653	dr reddys laboratories ltd	30AACFD5086F1ZU	dr reddy s laboratories ltd	HYDD00080D
654	dr reddys laboratories ltd	36AAACD7999Q1ZL	dr reddy s laboratories ltd	HYDD00080D
655	dry blend food private limited	05AACCD8877D1ZK	dry blend foods private limited	DELD10634B
656	dry blend foods private limited	05AACCD8877D1ZK	dry blend foods private limited	DELD10634B
657	d s enterprises	27AAZPS8838H1ZK	d s enterprises	DELD20104A
658	dsm nutritional products india private limited	24AACCR3973J1Z6	dsm nutritional products india private limited	MUMR13507E
659	dtl ancillaries ltd	27AABCM9380K1ZZ	dtl ancillaries ltd	LKNM03836A
660	dual rings pvt ltd	36AAACD7181N1Z9	dual rings pvt ltd	HYDD00675D
661	durable polymers	09AAFFD9862L1ZR	durable polymers	LKND06609B
662	dura tech	27AAEFD3543M1ZA	dura tech	MUMD10710A
663	duratuf glass industries pvt ltd	06AAACG0381P1ZH	duratuf glass industries pvt ltd	DELG03177G
664	durga enterprises	06AAEFD9185B1ZJ	durga enterprises	RTKD03351F
665	durga enterprises	09AAAFD2479E1ZK	durga enterprises	RTKD03351F
666	durga enterprises	09GUXPS6858H1Z9	durga enterprises	RTKD03351F
667	durga enterprises	27AITPD4687M1ZE	durga enterprises	RTKD03351F
668	durga enterprises	30AADFD9696G1ZB	durga enterprises	RTKD03351F
669	dynamic industries	06AAAFD4385R1ZY	dynamic industries	DELD07617B
670	dynamic techno medicals p ltd	33AAACD8262E1ZY	dynamic techno medicals pvt ltd	CHND00627E
671	dynamic techno medicals pvt ltd	33AAACD8262E1ZY	dynamic techno medicals pvt ltd	CHND00627E
672	dynostars cnc engineers	27AACFD7478D1ZD	dynostar cnc engineers	KLPD00655E
673	eagle consumer products private limited	19AAGCE2978J1Z3	eagle consumer products private limited	CALE06257G
674	earthmet resources private limited	22AAFCE7920B1Z6	earthmet resources private limited	JBPE01073C
675	eastern polymer corporation	27AACFE0874A1ZW	eastern polymer corporation	MUME05124A
676	eastman auto poer limited	02AACCM0993P1Z7	eastman auto power limited	DELE04513F
677	east west pharma	33AADFE3892M1Z5	east west pharma	CHEE06019G
678	easun mr tap changers pvt ltd	34AAACE1681L1ZN	easun mr tap changers pvt ltd	CHEE02071G
679	ebaco india pvt ltd	27AAACE3215C1ZB	ebaco india pvt ltd	DELE04144A
680	ebro india private limited	06AAECT5502H1ZK	ebro india private limited	DELT10628C
681	ece industries ltd	06AAACE1936C1Z7	ece industries ltd	RTKE00653C
682	ece industries ltd	07AAACE1936C2Z4	ece industries ltd	RTKE00653C
683	echjay industries pvt ltd	27AAACE1157B1Z8	echjay industries pvt ltd	MUME04876E
684	echjay industries pvt ltd	24AAACE1157B1ZE	echjay industries pvt ltd	MUME04876E
685	ecozen solution pvt ltd	27AACCE5235C2Z0	ecozen solutions pvt ltd	NGPE00546A
686	ecozen solutions pvt ltd	22AACCE5235C1ZB	ecozen solutions pvt ltd	NGPE00546A
687	ecozen solutions pvt ltd	27AACCE5235C2Z0	ecozen solutions pvt ltd	NGPE00546A
688	ekamatra global solutions llp	29AANFC4889N1ZD	ekamatra global solutions llp	BLRE09196F
689	ekmatra global solutions llp	29AAHFE0181F1ZL	ekamatra global solutions llp	BLRE09196F
690	ektara trust	23AAATE8723A1Z9	ektara trust	DELE09762E
691	elastrex polymer pvt ltd	29AAACE4004D1Z8	elastrex polymers pvtltd	BLRE00383F
692	el dorado biotech pvt ltd	27AABCE1817D1Z4	eldorado biotech pvt ltd	NSKE00360D
693	electro allied products	19AAAFE8414E1ZN	electro allied products	CALE01565E
694	electro copper alloys mfg co	19AAAFE7251P1ZZ	electro copper alloy mfg co	CALE00572F
695	electronicscontrols power systems pvt ltd	29AAACE3200F1Z8	electronics controls power systems p ltd	BLRE00550E
696	electrortherm india ltd	24AAACE2669L1ZI	electrotherm india ltd	AHME00193E
697	electrotherm india ltd	24AAACE2669L1ZI	electrotherm india ltd	AHME00193E
698	electrotherm india ltd	24AAACE2669L1ZI	electrotherm india ltd	AHME00193E
699	elegant coating pvt ltd	27AAACE4983F1ZK	elegant coatings pvt ltd	NSKE00388D
700	elektrolites power pvt ltd	08AAACE4080B1Z4	elektrolites power pvt ltd	JPRE01441G
701	elgi equipements limited	33AAACE4784E1ZU	elgi equipments limited	CMBE03062D
702	elin appliances pvt ltd	02AABCE3127E1ZF	elin appliances pvt ltd	DELE02733D
703	elin electronics limited	02AAACE6449G1ZX	elin electronics limited	BLRE01240B
704	elite electronics	24AAFFE1607C1Z6	elite electronics	AHME01487D
705	elite roto gravure	06AAGFE6157J1Z9	elite roto gravure	RTKE02462F
706	ellite international	07AAFFE1384G1ZK	ellite international	DELE07969D
707	elofic industries limited	09AAACE0425C3Z9	elofic industries limited	DELE02793A
708	emami agrotech limited	08AABCN7953M1ZV	emami agrotech limited	CALN02533G
709	emami agrotech limited	37AABCN7953M1ZU	emami agrotech limited	CALN02533G
710	emami limited	05AAACH7412G1ZZ	emami limited	SHLE00031D
711	emami limited	18AAACH7412G1ZS	emami limited	SHLE00031D
712	emami limited	19AAACH7412G1ZQ	emami limited	SHLE00031D
713	emami paper mills ltd	21AABCG1428Q1ZO	emami paper mills ltd	BBNE00214E
714	emcer tiles private limited	24AADCE8629D1ZS	emcer tiles private limited	RKTE00726F
715	emdet jamshedpur p ltd	06AAACE6783B1ZU	emdet jamshedpur p ltd3	DELE02970C
716	emm bee induetries	03AAEFE9879K1ZW	emm bee industries	JLDE00846G
717	emmforce inc	02AADFE9818R1ZY	emmforce inc	RTKE01500C
718	empire industries	24AAFFE0663A2Z3	empire industries	BRDE00662E
719	emson gears ltd	03AAACE3697E1ZV	emson gears ltd	JLDE00160G
720	emson process industries	03AAAFE3024A1ZK	emson process industries	JLDE00259A
721	enarka india private limited	29AACCE8724E1ZL	enarka india private limited	BLRE05962F
722	enar weldbraze private limited	07AAACE2710L1ZW	enar weldbraze private limited	DELE01443B
723	enbest pumps india private limited	33AAACE4591M1ZG	enbest pumps india private limited	CMBE03071F
724	endotherm fluids india pvt ltd	33AAACE9665J1ZD	endotherm fluids india pvt ltd	CHEE00196A
725	endurance technologies limited	29AAACE7066P1ZZ	endurance technologies limited	NSKE00384G
726	energie health equipment pvt ltd	08AACCE2349H1ZQ	energie health equipment pvt ltd	DELE07138F
727	enertia sun power private limited	09AADCE7300F1ZY	enertia sun power private limited	MRTE01305D
728	engineering technologies	27AAAFE6832G1ZK	engineering technologies	KLPE00237G
729	ensol multiclean equipments pte ltd	08AABCE2449P1Z9	ensol multiclean equipments pvt ltd	JPRE01389D
730	entod pharmaceuticals ltd	27AAACE6594N1Z0	entod pharmaceuticals ltd	MUME03063E
731	environ care products llp	09AAGFE4580P1ZS	environ care products llp	DELE09363E
732	ercon composites	08AABFE6551F1ZL	ercon composites	JDHE00321G
733	esbee electrotech llp	27AAAFE4379A1ZQ	esbee electrotech llp	PNEE00029B
734	eskag pharma private limited	05AAACE5646H1ZS	eskag pharma private limited	CALE00599E
735	espeedy auto polymers llp	06AAHFE5683N1ZV	espeedy auto polymers llp	RTKE03315E
736	essel energy infra private limited	06AAECE7220R1ZB	essel energy infra private limited	RTKE02161F
737	essem srinisons systems pvt ltd	06AAACE7067N2Z9	essem srinisons systems pvt ltd	NSKE00280A
738	essem srinisons systems pvt ltd	08AAACE7067N1Z6	essem srinisons systems pvt ltd	NSKE00280A
739	essem srinisons systems pvt ltd	27AAACE7067N1Z6	essem srinisons systems pvt ltd	NSKE00280A
740	essen speciality disposable llp	24AAFFE3301D1Z9	essen speciality disposables llp	RKTE00605D
741	ess ess industries	02AACFE9440J1ZL	ess ess industries	PTLE10877G
742	ess kay fabrication	09AAAFE3257B1ZV	ess kay fabrications	RTKE00801D
743	ess kay fabrications	09AAAFE3257B1ZV	ess kay fabrications	RTKE00801D
744	ester industreis limited	05AAACE0119K1Z3	ester industries limited	DELE02870A
745	eternity industrial batteries india llp	27AAFFE8122Q1ZZ	eternity industrial batteries india llp	MUME11052G
746	etrio automobiles private limited	36AAECE6869Q1ZP	etrio automobiles private limited	HYDE03836A
747	euphoria packaging llp	27AAFFE5027L1ZB	euphoria packaging llp	AHME01599D
748	eureka forbes ltd	05AABCF3759R1Z3	eureka forbes ltd	CALE00050B
749	eureka forbes ltd	06AABCF3759R1Z1	eureka forbes ltd	CALE00050B
750	euro international marketing	27AACFE0961A1Z0	euro international marketing	MUME06426A
751	eveready industres india ltd	09AAACE5778N1ZY	eveready industries india ltd	LKNE05041B
752	everest blowers private limited	06AADCE0044J1Z0	everest blowers private limited	DELE06340F
753	everest homoeo laboratory	21AAAFE8628E1ZU	everest homoeo laboratory	CALE00362F
754	evergreen industries	08AAAFE4231F1ZX	evergreen industries	JDHE00359C
755	ew nutrition india private limited	19AADCE7487R1ZK	ew nutrition india private limited	DELE07630A
756	excel control systems	09AADFE5029L1Z9	excel control systems	KNPE01246A
757	excellent moulders	19AAAFE7062L1Z6	excellent moulders	CALE00433G
758	excel polymer industries	19AAEFE4751A1ZR	excel polymer industries	CALE04476D
759	excel polymer industries	27AAEFE4751A1ZU	excel polymer industries	CALE04476D
760	excel polymer industries	33AAEFE4751A1Z1	excel polymer industries	CALE04476D
761	excipients house llp	07AAGFI4223D1ZT	excipients house llp	CHEI08941C
762	excipients house llp	33AAGFI4223D1ZY	excipients house llp	CHEI08941C
763	exel sourcing company	33AAMFM3455H1Z8	exel sourcing company	CMBM04771E
764	exotech plastics private limited	27AAACE2275Q1Z8	exotech plastics private limited	PNEE00556D
765	expert value pack llp	33AAFFE1496B1ZU	expert value pack llp	CHEE06603C
766	exports international corporation	09AAAFE2727J1ZH	exports international corporation	LKNE05431G
767	extrovis private limited	36AAECE5880H1ZF	extrovis private limited	HYDE03953F
768	fab flavours fragrances pvt ltd	07AAACF0281D1Z6	fab flavours fragrances pvt ltd	DELF02404D
769	fabricon	19AAAFF8565B1ZG	fabricon	CALF00641E
770	fabsol	05AACFF9021E1ZW	fabsol	DELF04595D
771	fabvision lights	27AACFF9170G1ZC	fabvision lights	MUMF07109E
772	factum tool engineering	27AAFFF3264J1ZB	factum tool engineering	PNEF03140E
773	fainger leser valves pvt ltd	27AAACF1567G1ZR	fainger leser valves pvt ltd	MUMF04041C
774	fairdeal components limited	27AACCF3717C1Z1	fairdeal components limited	PNEF01915E
775	fairfield atlas ltd	27AAACA4439Q1ZA	fairfield atlas ltd	MUMF03477F
776	faith innovations	05AAGFA4535N1ZD	faith innovations	MRTF00272G
777	faith microsolution	07AADFF8645D1ZH	faith microsolutions	DELF05501G
778	faith microsolutions	07AADFF8645D1ZH	faith microsolutions	DELF05501G
779	faiveley transport rail technologies india private limited	06AAGCS8525B1ZI	faiveley transport rail technologies india private limited	CHEF03294E
780	falcon global sales private limited	19AACCF3168R1ZY	falcon global sales private limited	RKTF00365B
781	fanuc india pvt ltd	24AAACF2773N1ZG	fanuc india pvt ltd	BLRF00127B
782	fanuc india pvt ltd	27AAACF2773N1ZA	fanuc india pvt ltd	BLRF00127B
783	farmachem life private limited	27AABCF2009E1Z7	farmachem life private limited	MUMF05296E
784	fashion accessories	06AAAFF6079J1Z9	fashion accessories	RTKF00266A
785	fca india automobiles private limited	27AAKCA3372J1ZG	fca india automobiles private limited	MUMA41251A
786	federn fabrik	33AAAFF0162C1ZB	federn fabrik	CHEF00220D
787	femgrace formulations	24AAEFF7472K1Z6	femgrace formulations	AHMF01117E
788	fena pvt ltd	05AAACS0326G1ZX	fena pvt ltd	DELF01950E
789	fibertel innovation llp	06AAHFF0634J1ZL	fibertel innovation llp	DELF08901E
790	fibre foils ltd	08AAACF0909N1ZK	fibre foils ltd	MUMF03566D
791	fieldwork foods	18AAEFF8820H1ZC	fieldwork foods	SHLF00534C
792	fiem industries ltd	06AAACF1034E1ZD	fiem industries ltd	DELF02380A
793	fiem industries ltd	08AAACF1034E1Z9	fiem industries ltd	DELF02380A
794	fiem industries ltd	24AAACF1034E1ZF	fiem industries ltd	DELF02380A
795	fiem industries ltd	33AAACF1034E1ZG	fiem industries ltd	DELF02380A
796	fil industries private limited	01AAACF3272A6ZE	fil industries private limited	AMRF10062D
797	fil industries private limited	03AAACF3272A3ZD	fil industries private limited	AMRF10062D
798	filtrum autocomp private limited	27AABCF3992L1Z6	filtrum autocomp private limited	PNEF01375D
799	finearc systems pvt ltd	27AAACF3131E1Z7	finnearc systems pvt ltd	PNEF00080D
800	fine thred form ind	24AAAFF4063G1ZU	fine thread form ind	RKTF00043B
801	five star engineering service	06AADFF8926D1ZJ	five star engineering service	RTKF00885D
802	fleetguard filters private limited	29AAACF3125C1Z5	fleetguard filters private limited	PNEF00546A
803	flex foods ltd	05AAACF0108K1Z5	flex foods ltd	DELF02304B
804	flexid technopack private limited	36AACCF8176H1ZD	flexid technopack private limited	HYDF02423B
805	flexipack industries	24AADFF4468L1Z7	flexipack industries	AHMF00958G
806	florate polychem	08AAEFF6720E1ZO	florate polychem	RTKF01151D
807	flyitz global forwarders llp	07AAGFF3707R1Z0	flyitz global forwarders llp	RTKF01704D
808	flywheel ring gears pvt ltd	27AAACF3547L1ZG	flywheel ring gears pvt ltd	NSKF00180F
809	fmi limited	03AAACF2540H1Z8	fmi limited	JLDF00086C
810	foamalux wood private limited	30AADCF3003G1ZI	foamalux wood private limited	BLRF04471F
811	fonty supply chain solutions pvt ltd	23AABCF7838H1ZM	fonty supply chain solutions pvt ltd	BPLF00382E
812	food coast international	03AABFF9886E1ZC	food coast international	JLDF00350A
813	foodcoast international	03AABFF9886E1ZC	food coast international	JLDF00350A
814	foodsbay india	05AAGFF1901K1ZQ	foodsbay india	MRTF01474E
815	footwear klick india pvt ltd	06AAACF0016G1ZD	footwear klick india pvt ltd	DELF02395B
816	footwear klick india pvt ltd	06AAACF0016G1ZD	footwear klick india pvt ltd	DELF02395B
817	forbes marshall arca pvt ltd	27AABCA5159J1ZK	forbes marshall arca pvt ltd	PNEF00649F
818	forbes marshall pvt ltd	27AAACF2630E1Z5	forbes marshall pvt ltd	PNEF00648E
819	force motors limited	23AAACB7066L1ZM	force motors limited	PNEB00002C
820	force motors limited	27AAACB7066L1ZE	force motors limited	PNEB00002C
821	fore agro private limited	36AAECF0296Q2Z2	fore agro private limited	HYDF02840F
822	forever body care industries	05AABFF8536B2ZS	forever body care industries	DELF03698C
823	formpack	24ABIFM4262H1ZA	formpack	MUMF09736G
824	fort gloster industries limited	19AAACF4265F2ZO	fort gloster industries limited	CALF00023C
825	fort william elexibles	22AABFF1846J1ZP	fort william flexibles	JBPF00106B
826	forza medi india pvt ltd	06AAACF4557G1ZR	forza medi india pvt ltd	DELF01867F
827	fourfront private limited	27AABCF1660M1ZJ	fourfront private limited	PNEF01041F
828	freewill sports pvt ltd	03AAACF2160M1ZX	freewill sports pvt ltd	JLDF00071B
829	frigerio conserva allana private limited	06AAACF0522B1ZK	frigerio conserva allana private limited	MUMF03531D
830	frigerio conserva allana private limited	09AAACF0522B1ZE	frigerio conserva allana private limited	MUMF03531D
831	frigerio conserva allana private limited	27AAACF0522B1ZG	frigerio conserva allana private limited	MUMF03531D
832	frontier alloy steels ltd	02AAACF2268G2Z2	frontier alloy steels ltd	KNPF01015A
833	frontier alloy steels ltd	09AAACF2268G1ZP	frontier alloy steels ltd	KNPF01015A
834	fs international	06AAEFF0548A1Z2	fs international	RTKF00902G
835	fta hsrp solutions private limited	08AABCF8939R1ZP	fta hsrp solutions private limited	AHMF00765C
836	fuji electric consul neowatt private limited	33AABCC2553Q1ZJ	fuji electric consul neowatt private limited	CHEC05164F
837	fujikawa power	02AACFF0716C1ZE	fujikawa power	DELF03908C
838	fuji technical services pvt ltd	27AAACF1784F1ZQ	fuji technical services pvt ltd	MUMF03464G
839	functional innovative foods private limited	33AAKFC0107A1ZF	functional innovative foods private limited	CHEC14544F
840	fusion health care private limited	36AABCF1302L1ZZ	fusion health care private limited	HYDF00660C
841	future home appliances	06AAHFF5561E1ZK	future home appliances	RTKF02201D
842	futurehome appliances	06AAHFF5561E1ZK	future home appliances	RTKF02201D
843	gabriel india limted	05AAACG1994N1ZA	gabriel india limited	PNEG16065A
844	gad fashion india pvt ltd	08AABFG0977D1ZL	gad fashions india pvt ltd	JPRG02337G
845	gad fashions india pvt ltd	08AABCG1116H1Z2	gad fashions india pvt ltd	JPRG02337G
846	gadli industries	33AAEFH6807N1Z6	gadli industries	CMBH03514A
847	galaxy medicare limited	21AAACD7880L1ZI	galaxy medicare limited	BBNG00173F
848	gallant ispat limited	09AACCG2969B1ZO	gallantt ispat limited	CALG04570G
849	galpha laboratoreis ltd	24AABCG2175Q1ZC	galpha laboratories ltd	PTNG00471C
850	gampas plastech pvt ltd	21AABCG2037P1ZR	gampas plastech pvt ltd	BBNG00611C
851	gandhi spices pvt ltd	24AAACG7809G1ZR	gandhi spices pvt ltd	RKTG00407B
852	ganit star engineering	23AAPFG2395H1Z7	ganit star engineering	BPLG06149D
853	ganpati exim inc	19AAJFG2094F1ZA	ganpati exim inc	CALG05985A
854	ganpati fastners	06AAFFG4162Q1Z1	ganpati fasteners	RTKG07223G
855	garg engineers ltd	20AAACT6022G1ZZ	gargs engineers ltd	RCHG02162G
856	garg gas appliances pvt ltd	09AABCG4595L1Z2	garg gas appliances pvtltd	MRTG00237G
857	garima castings	08AAAFG9463F1ZB	garima castings	JPRG00169B
858	garware fulflex india private limited	27AAICG2786J1Z4	garware fulflex india private limited	MUMG22556C
859	gastek engineering pvt ltd	09AAACG2294B1ZW	gastek engineering pvt ltd	DELG06843E
860	gaurav fabtech industries	06AATFG0714G1ZI	gaurav fabtech industries	DELG21393B
861	gautam technocast	24AABFG8700E1ZW	gautam technocast	RKTG00380C
862	gayatree polymers india llp	27AARFG3035C1ZK	gayatree polymers india llp	PNEG20440A
863	gayatri automation system pvt ltd	06AACCG0029J1ZY	gayatri automation systems pvt ltd	DELG06270F
864	gayatri automation systems pvt ltd	06AACCG0029J1ZY	gayatri automation systems pvt ltd	DELG06270F
865	g b equipment systems ltd	05AAFFG2042K2ZN	g b equipment systems ltd	MRTG02097E
866	g b rubber products	27AACFG5404A1Z2	g b rubber products	PNEG05070C
867	gb rubber products	27AACFG5404A1Z2	g b rubber products	PNEG05070C
868	g d pharmaceuticals pvt ltd	09AABCG3397A1ZR	g d pharmaceuticals pvt ltd	MRTG00130E
869	g d pharmaceuticals pvt ltd	19AABCG3397A1ZQ	g d pharmaceuticals pvt ltd	MRTG00130E
870	gekatex india private limited	27AADCG4218N1ZE	gekatex india private limited	PNEG10387G
871	gem machinery allied industries	19AAUFG1811D1ZG	gem machinery allied industries	CALG10785F
872	general engineering company	08AAJFG5899E1ZW	general engineering company	JDHG12603D
873	general engineering company	08AEQPP1540Q1ZS	general engineering company	JDHG12603D
874	general engineering company	33AMRPP1495M1ZB	general engineering company	JDHG12603D
875	generic cnc engineers	33AAFFG5797F1Z8	generic cnc engineers	CMBG04236B
876	genset india pvt ltd	19AAACG9283G1ZA	genset india pvt ltd	CALG01144D
877	genus electrotech ltd	24AABCG9645H1ZI	genus electrotech ltd	RKTG00820B
878	genus innovation limited	05AACCG4460D1Z2	genus innovation limited	MRTG03204F
879	geomed health care	22AAKFG8606N2Z2	geomed healthcare	JBPG03886B
880	george maijo industries pvt ltd	33AACCG6145R1Z8	george maijo industries pvt ltd	CHEG08658G
881	geppert hydro india private limited	07AAICG2603C1Z5	geppert hydro india private limited	DELG24206A
882	gharda chemicals limited	08AAACG1255E1Z1	gharda chemicals limited	MUMG00454G
883	ginni filaments ltd	05AABCG0942K2ZS	ginni filaments ltd	AGRG10267F
884	ginni filaments ltd	09AABCG0942K1ZL	ginni filaments ltd	AGRG10267F
885	g k burman harbals	05AAGFG4819D1ZP	g k burman herbals	MRTG02489E
886	g k burman herbal health care	19AAMFG7577J1ZK	gk burman herbal health care	CALG10573D
887	g k international	03ATMPB9725C1ZZ	j k international	PTLJ11026B
888	gk winding wires ltd	09AAACG0177D1ZY	g k winding wires ltd	DELG06698G
889	glastal engineers private limited	10AAHCG4070C1ZA	glastal engineers private limited	CALG10037G
890	glensmith labs private limited	06AAACY7067N1ZQ	glensmith labs private limited	RTKY00536E
891	global merchants	27AAEFG6779N1ZL	global merchants	MUMG16750G
892	global tvs bus body builders limited	33AABCT0094R1Z0	global tvs bus body builders limited	CHEI04821F
893	globe metal glass exports	09AAHFG9773D2Z0	globe metal glass exports	LKNG06144F
894	globe metal glass exports	09AAMFG4373Q1ZJ	globe metal glass exports	LKNG06144F
895	globus infocom ltd	09AABCG3985C1ZL	globus infocom ltd	DELG05148D
896	glochem industries private limited	36AAACG9134E1ZS	glochem industries private limited	HYDG00852F
897	g loucatos co	27AAAFG0870A1Z0	g loucatos co	MUMG09181E
898	glowderma labs pvt ltd	27AACCG0928Q1Z8	glowderma lab pvt ltd	MUMG08015A
899	gluhend india private limite	09AAHCG1238N1ZA	gluhend india private limited	DELG22937F
900	gluhend india private limited	06AAHCG1238N1ZG	gluhend india private limited	DELG22937F
901	gmg techno trades pvt ltd	27AAACG9029J1ZE	gmg techno traders pvtltd	NGPG00823E
902	gmmco limited	22AABCG0949C1Z7	gmmco limited	CHEG00206D
903	gmmco limited	32AABCG0949C1Z6	gmmco limited	CHEG00206D
904	godavari power and ispat limited	22AAACI7189K1ZB	godawari power and ispat limited	JBPI00086C
905	godson engineers consultant	09AAHFG2408B1ZV	godson engineers consultants	LKNG05996E
906	godson engineers consultants	09AAHFG2408B1ZV	godson engineers consultants	LKNG05996E
907	golchha pigments pvt ltd	21AAACG6411G1Z9	golchha pigments pvt ltd	BBNG00196A
908	golden relief resources india private limited	07AACCG7688M2ZU	golden relief resources india private limited	DELG10324G
909	golden terry towel pvt ltd	06AAACG4678B1ZU	golden terry towel pvt ltd	DELG06486E
910	goldseal saargummi india pvt ltd	24AAACG5710A1ZF	goldsealsaar gummi india pvt ltd	MUMG05321B
911	goldseal saargummi india pvt ltd	33AAACG5710A1ZG	goldsealsaar gummi india pvt ltd	MUMG05321B
912	goldsealsaargummi india pvt ltd	26AAACG5710A1ZB	goldsealsaar gummi india pvt ltd	MUMG05321B
913	goma engineering pvt ltd	27AABCG1059K1ZL	goma engineering pvt ltd	PNEG05217C
914	goodrich gasket private limited	33AABCG2902K1ZY	goodrich gasket private limited	CHEG06957G
915	goodricke group ltd	19AABCG1614Q1ZD	goodricke grkoup ltd	CALG00173F
916	goodricke group ltd	23AABCG1614Q1ZO	goodricke grkoup ltd	CALG00173F
917	goodwill international	09ACZPG8382N1ZE	goodwill international	SHLG02254A
918	goodwill international	18AAUFG8770H1ZM	goodwill international	SHLG02254A
919	goodyear india ltd	06AAACG3511H1Z4	goodyear india ltd	DELG00070A
920	goodyear india ltd	10AAACG3511H1ZF	goodyear india ltd	DELG00070A
921	gopal consumer world	07AAHFV6205B1ZH	gopal consumer world	DELV09495D
922	gopal consumer world	09AAHFV6205B1ZD	gopal consumer world	DELV09495D
923	gopal cylinder	02AAGFG3239B1Z3	gopal cylinders	RTKG09150B
924	gopaldas visram company limited	27AACCG4503F1Z0	gopaldas visram company limited	MUMG11132C
925	gopal imperial private limited	07AAICG5682P1ZT	gopal imperial private limited	DELG24848F
926	gopal imperial private limited	09AAICG5682P1ZP	gopal imperial private limited	DELG24848F
927	gopal imperial private limited	21AAICG5682P1Z3	gopal imperial private limited	DELG24848F
928	gopal international	07AAPFG9332A1ZG	gopal international	DELG18423G
929	gorang international	27AAEFG6529J1Z5	gorang international	MUMG08115C
930	govardhan overseas private limited	29AAACG9580G1Z9	govardhan overseas private limited	CMBG05094F
931	govardhan overseas private limited	33AAACG9580G1ZK	govardhan overseas private limited	CMBG05094F
932	govind metal co	24ALXPS4891B1ZK	govind metal co	AHMG04275F
933	goyal chemicals	08AACFG9133G1ZG	goyal chemicals	JPRG03177G
934	goyal inc	03AAAHM8795E1Z4	goyal inc	DELG24365F
935	goyal inc	06AAVFG1205A1ZW	goyal inc	DELG24365F
936	goyal inc	27AAAHM8795E1ZU	goyal inc	DELG24365F
937	gracure pharmaceuticals limited	08AAACG1814F1Z2	gracure pharmaceuticals limited	DELG02935C
938	grasim industries limited	24AAACG4464B2Z3	grasim industries limited	CALG09349E
939	grasim industries limited	24AAACG4464B5Z0	grasim industries limited	CALG09349E
940	grd pharmaceuticals	18AAHFG5850H2Z7	grd pharmaceuticals	SHLG00782F
941	great eastern idtech private limited	06AAACG0105F1ZG	great eastern idtech private limited	DELG00164D
942	greenchef appliances limited	29AAECG0362Q1Z6	greenchef appliances limited	BLRG18856F
943	greenglobe fuel solutions	27AAHFG9723D1ZD	greenglobe fuel solutions	MUMM34751D
